Nivel de estudios,Comunidad Autónoma,ccaa,Tipo,Universidad,Modalidad,Centro,Provincia,Centro,Títuilo,Titulación,Idioma extranjero,Nota de corte
GRADO,Cataluña,Cataluña,Pública,Universidad de Barcelona,Presencial,Propio,Barcelona,Facultad de Ciencias de la Tierra,Grado en Ciencias del Mar,Grado en Ciencias del Mar,No,"9,97"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Rey Juan Carlos,Presencial,Propio,Madrid,Escuela Técnica Superior de Ingeniería Informática. Campus de Móstoles,Grado en Diseño y Desarrollo de Videojuegos,Grado en Diseño y Desarrollo de Videojuegos,No,"9,97"
GRADO,Galicia,Galicia,Pública,Universidad de Vigo,Presencial,Propio,Pontevedra,Facultad de Ciencias de la Educación y del Deporte,Grado en Ciencias de la Actividad Física y del Deporte,Grado en Ciencias de la Actividad Física y del Deporte,No,"9,97"
GRADO,Cataluña,Cataluña,Pública,Universidad de Barcelona,Presencial,Propio,Barcelona,Facultad de Farmacia y Ciencias de la Alimentación,Grado en Nutrición Humana y Dietética,Grado en Nutrición Humana y Dietética,No,"9,96"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Autónoma de Madrid,Presencial,Propio,Madrid,Facultad de Ciencias,Grado en Química,Grado en Química,No,"9,96"
DOBLE GRADO,Andalucía,Andalucía,Pública,Universidad de Cádiz,Presencial,Propio,Cádiz,Escuela Superior de Ingeniería,PCEO Grado en Ingeniería Mecánica / Grado en Ingeniería Eléctrica,Doble Grado en Ingeniería Mecánica / Grado en Ingeniería Eléctrica,No,"9,96"
GRADO,Andalucía,Andalucía,Pública,Universidad de Sevilla,Presencial,Propio,Sevilla,Facultad de Comunicación,Grado en Publicidad y Relaciones Públicas,Grado en Publicidad y Relaciones Públicas,No,"9,96"
DOBLE GRADO,Andalucía,Andalucía,Pública,Universidad de Sevilla,Presencial,Propio,Sevilla,Facultad de Ciencias de la Educación,PCEO Grado en Educación primaria / Grado en Estudios franceses,Doble Grado en Educación primaria / Grado en Estudios franceses,No,"9,96"
GRADO,Castilla y León,Castilla y León,Pública,Universidad de Salamanca,Presencial,Propio,Salamanca,Facultad de Ciencias,Grado en Ingeniería Informática,Grado en Ingeniería Informática,No,"9,95"
GRADO,Castilla y León,Castilla y León,Pública,Universidad de León,Presencial,Propio,León,Facultad de Ciencias de la Actividad Física y del Deporte,Grado en Ciencias de la Actividad Física y del Deporte,Grado en Ciencias de la Actividad Física y del Deporte,No,"9,95"
GRADO,Cataluña,Cataluña,Pública,Universidad Autónoma de Barcelona,Presencial,Propio,Barcelona,Facultad de Ciencias,Grado en Nanociencia y Nanotecnología,Grado en Nanociencia y Nanotecnología,No,"9,95"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Autónoma de Madrid,Presencial,Propio,Madrid,Facultad de Ciencias,Grado en Biología,Grado en Biología,No,"9,94"
GRADO,Cataluña,Cataluña,Pública,Universidad Rovira i Virgili,Presencial,Propio,Tarragona,Escuela Técnica Superior de Ingeniería,Grado en Ingeniería Biomédica,Grado en Ingeniería Biomédica,No,"9,94"
GRADO,Andalucía,Andalucía,Pública,Universidad de Sevilla,Presencial,Propio,Sevilla,Facultad de Bellas Artes,Grado en Bellas Artes,Grado en Bellas Artes,No,"9,94"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Carlos III de Madrid,Presencial,Propio,Madrid,Escuela Politécnica Superior,Grado en Ingeniería Telemática/Bachelor´s degree in Telematics Engineering,Grado en Ingeniería Telemática/Bachelor´s degree in Telematics Engineering,Sí,"9,94"
DOBLE GRADO,Cataluña,Cataluña,Pública,Universidad Rovira i Virgili,Presencial,Propio,Tarragona,Facultad de Economía y Empresa,PCEO Grado en Marketing / Grado en Administración y Dirección de Empresas,Doble Grado en Marketing / Grado en Administración y Dirección de Empresas,Sí,"9,93"
GRADO,Cataluña,Cataluña,Pública,Universidad de Barcelona,Presencial,Propio,Barcelona,Facultad de Psicología,Grado en Psicología,Grado en Psicología,No,"9,93"
GRADO,Cataluña,Cataluña,Pública,Universidad de Lleida,Presencial,Propio,Lleida,Facultad de Enfermería y Fisioterapia,Grado en Fisioterapia,Grado en Fisioterapia,No,"9,92"
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Complutense de Madrid,Presencial,Propio,Madrid,Facultad de Educación,PCEO Grado en Maestro en Educación Infantil / Grado en Pedagogía,Doble Grado en Maestro en Educación Infantil / Grado en Pedagogía,No,"9,91"
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Rey Juan Carlos,Presencial,Propio,Madrid,Escuela Superior de Ciencias Experimentales y Tecnología. Campus de Móstoles,PCEO Grado en Ingeniería de Materiales / Grado en Ingeniería en Energía,Doble Grado en Ingeniería de Materiales / Grado en Ingeniería en Energía,No,"9,91"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad Politécnica de Valencia,Presencial,Propio,Valencia,Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural,Grado en Ciencia y Tecnología de los Alimentos,Grado en Ciencia y Tecnología de los Alimentos,No,"9,91"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universitat de València (Estudi General),Presencial,Propio,Valencia,Facultad de Economía,Grado en Economía,Grado en Economía,Sí,"9,91"
DOBLE GRADO,Andalucía,Andalucía,Pública,Universidad de Córdoba,Presencial,Propio,Córdoba,Facultad de Filosofía y Letras,PCEO Grado en Historia / Grado en Historia del Arte,Doble Grado en Historia / Grado en Historia del Arte,No,"9,91"
GRADO,Cataluña,Cataluña,Pública,Universidad de Girona,Presencial,Propio,Girona,Facultad de Turismo,Grado en Publicidad y Relaciones Públicas,Grado en Publicidad y Relaciones Públicas,No,"9,91"
GRADO,Andalucía,Andalucía,Pública,Universidad de Granada,Presencial,Propio,Granada,Facultad de Ciencias,Grado en Biología,Grado en Biología,No,"9,9"
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Complutense de Madrid,Presencial,Propio,Madrid,Facultad de Derecho,PCEO Grado en Derecho / Grado en Estudios Jurídico-Militares,Doble Grado en Derecho / Grado en Estudios Jurídico-Militares,No,"9,89"
GRADO,Cataluña,Cataluña,Pública,Universidad Autónoma de Barcelona,Presencial,Propio,Barcelona,Facultad de Psicología,Grado en Psicología,Grado en Psicología,No,"9,89"
GRADO,Aragón,Aragón,Pública,Universidad de Zaragoza,Presencial,Propio,Zaragoza,Facultad de Derecho,Grado en Derecho,Grado en Derecho,No,"9,89"
GRADO,Cataluña,Cataluña,Pública,Universidad Autónoma de Barcelona,Presencial,Propio,Barcelona,Escuela de Ingeniería,Grado en Ingeniería de Datos,Grado en Ingeniería de Datos,No,"9,88"
GRADO,Balears (Illes),Baleares,Pública,Universidad de las Illes Balears,Presencial,Propio,Illes Balears,Facultad de Ciencias,Grado en Farmacia,Grado en Farmacia,No,"9,88"
GRADO,Extremadura,Extremadura,Pública,Universidad de Extremadura,Presencial,Propio,Cáceres,Facultad de Filosofía y Letras,Grado en Estudios Ingleses,Grado en Estudios Ingleses,Sí,"9,88"
GRADO,Cataluña,Cataluña,Pública,Universidad de Barcelona,Presencial,Propio,Barcelona,Facultad de Matemáticas e Informática,Grado en Ingeniería Informática,Grado en Ingeniería Informática,No,"9,88"
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Rey Juan Carlos,Presencial,Propio,Madrid,Escuela Superior de Ciencias Experimentales y Tecnología. Campus de Móstoles,PCEO Grado en Ingeniería Ambiental / Grado en Ingeniería en Organización Industrial,Doble Grado en Ingeniería Ambiental / Grado en Ingeniería en Organización Industrial,No,"9,86"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Carlos III de Madrid,Presencial,Propio,Madrid,Facultad de Ciencias Sociales y Jurídicas,Grado en Ciencias Políticas/Bachelor in Political Science,Grado en Ciencias Políticas/Bachelor in Political Science,No,"9,86"
GRADO,Cataluña,Cataluña,Pública,Universidad Autónoma de Barcelona,Presencial,Propio,Barcelona,Facultad de Ciencias,Grado en Estadística Aplicada,Grado en Estadística Aplicada,No,"9,85"
GRADO,Andalucía,Andalucía,Pública,Universidad de Cádiz,Presencial,Propio,Cádiz,Escuela Superior de Ingeniería,Grado en Ingeniería en Diseño Industrial y Desarrollo del Producto,Grado en Ingeniería en Diseño Industrial y Desarrollo del Producto,No,"9,85"
GRADO,Andalucía,Andalucía,Pública,Universidad de Málaga,Presencial,Propio,Málaga,Facultad de Derecho,Grado en Derecho,Grado en Derecho,No,"9,85"
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Autónoma de Madrid,Presencial,Propio,Madrid,Facultad de Filosofía y Letras,PCEO Grado en Estudios Internacionales / Grado en Estudios de Asia y África (Árabe),Doble Grado en Estudios Internacionales / Grado en Estudios de Asia y África (Árabe),No,"9,85"
GRADO,Cataluña,Cataluña,Pública,Universidad Politécnica de Catalunya,Presencial,Propio,Barcelona,Escuela Técnica Superior de Arquitectura del Vallés,Grado en Estudios de Arquitectura,Grado en Estudios de Arquitectura,No,"9,84"
GRADO,País Vasco,País Vasco,Pública,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Presencial,Propio,Gipuzkoa,"Facultad de Educación, Filosofía y Antropología",Grado en Educación Infantil,Grado en Educación Infantil,No,"9,84"
GRADO,Andalucía,Andalucía,Pública,Universidad de Málaga,Presencial,Propio,Málaga,Facultad de Estudios Sociales y del Trabajo,Grado en Trabajo Social,Grado en Trabajo Social,No,"9,84"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad Jaume I de Castellón,Presencial,Propio,Castellón,Facultad de Ciencias Jurídicas y Económicas,Grado en Marketing,Grado en Marketing,No,"9,84"
GRADO,País Vasco,País Vasco,Pública,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Presencial,Propio,Gipuzkoa,"Facultad de Educación, Filosofía y Antropología",Grado en Pedagogía,Grado en Pedagogía,No,"9,83"
GRADO,Balears (Illes),Baleares,Pública,Universidad de las Illes Balears,Presencial,Propio,Illes Balears,Facultad de Ciencias,Grado en Bioquímica,Grado en Bioquímica,No,"9,83"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Complutense de Madrid,Presencial,Propio,Madrid,Facultad de Ciencias Económicas y Empresariales,Grado en Finanzas. Banca y Seguros,Grado en Finanzas. Banca y Seguros,No,"9,83"
GRADO,Cataluña,Cataluña,Pública,Universidad de Barcelona,Presencial,Propio,Barcelona,Facultad de Química,Grado en Ingeniería Química,Grado en Ingeniería Química,No,"9,82"
GRADO,Galicia,Galicia,Pública,Universidad de A Coruña,Presencial,Propio,A Coruña,Facultad de Ciencias,Grado en Nanociencia y Nanotecnología,Grado en Nanociencia y Nanotecnología,No,"9,82"
GRADO,País Vasco,País Vasco,Pública,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Presencial,Propio,Bizkaia,Escuela de Ingeniería de Bilbao,Grado en Ingeniería Mecánica,Grado en Ingeniería Mecánica,No,"9,82"
GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad de Alcalá,Presencial,Adscrito,Madrid,Centro Universitario Cardenal Cisneros,Grado en Psicología,Grado en Psicología,No,"9,81"
GRADO,Cataluña,Cataluña,Pública,Universidad de Barcelona,Presencial,Propio,Barcelona,Facultad de Derecho,Grado en Derecho,Grado en Derecho,No,"9,81"
GRADO,Andalucía,Andalucía,Pública,Universidad de Cádiz,Presencial,Propio,Cádiz,Facultad de Ciencias de la Educación,Grado en Educación Primaria,Grado en Educación Primaria,No,"9,8"
GRADO,Cataluña,Cataluña,Pública,Universidad de Lleida,Presencial,Propio,Lleida,Escuela Técnica Superior de Ingeniería Agroalimentaria y Forestal y de Veterinaria,Grado en Biotecnología,Grado en Biotecnología,No,"9,8"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad de Alicante,Presencial,Propio,Alicante,Facultad de Ciencias,Grado en Óptica y Optometría,Grado en Óptica y Optometría,No,"9,79"
DOBLE GRADO,Madrid (Comunidad de),Comunidad de Madrid,Pública,Universidad Rey Juan Carlos,Presencial,Propio,Madrid,Facultad de Ciencias de la Comunicación. Campus de Fuenlabrada,PCEO Grado en Periodismo / Grado en Comunicación Audiovisual,Doble Grado en Periodismo / Grado en Comunicación Audiovisual,No,"9,79"
DOBLE GRADO,Murcia (Región de),Región de Murcia,Pública,Universidad de Murcia,Presencial,Propio,Murcia,Facultad de Derecho,PCEO Grado en Criminología / Grado en Seguridad,Doble Grado en Criminología / Grado en Seguridad,No,"9,78"
GRADO,País Vasco,País Vasco,Pública,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Presencial,Propio,Gipuzkoa,Facultad de Derecho,Grado en Derecho,Grado en Derecho,No,"9,78"
GRADO,País Vasco,País Vasco,Pública,Universidad del País Vasco/Euskal Herriko Unibertsitatea,Presencial,Propio,Araba/Álava,Facultad de Letras,Grado en Filología,Grado en Filología,Sí,"9,77"
GRADO,Cataluña,Cataluña,Pública,Universidad Autónoma de Barcelona,Presencial,Propio,Barcelona,Facultad de Derecho,Grado en Criminología,Grado en Criminología,No,"9,76"
GRADO,Cantabria,Cantabria,Pública,Universidad de Cantabria,Presencial,Propio,Cantabria,Facultad de Educación,Grado en Magisterio en Educación Primaria,Grado en Magisterio en Educación Primaria,No,"9,76"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad de Alicante,Presencial,Propio,Alicante,Facultad de Filosofía y Letras,Grado en Español: Lengua y Literaturas,Grado en Español: Lengua y Literaturas,No,"9,76"
DOBLE GRADO,Cataluña,Cataluña,Pública,Universidad de Barcelona,Varias modalidades,Propio,Barcelona,Facultad de Información y Medios Audiovisuales,PCEO Grado en Comunicación Audiovisual / Grado en Gestión de Información y Documentación Digital (Plan Nuevo),Doble Grado en Comunicación Audiovisual / Grado en Gestión de Información y Documentación Digital (Plan Nuevo),No,"9,76"
DOBLE GRADO,Andalucía,Andalucía,Pública,Universidad Pablo de Olavide,Presencial,Propio,Sevilla,Facultad de Derecho,PCEO Grado en Derecho / Grado en Finanzas y Contabilidad,Doble Grado en Derecho / Grado en Finanzas y Contabilidad,No,"9,75"
GRADO,Galicia,Galicia,Pública,Universidad de Santiago de Compostela,Presencial,Propio,A Coruña,Facultad de Ciencias de la Educación,Grado en Maestro de Educación Infantil,Grado en Maestro de Educación Infantil,No,"9,75"
GRADO,Castilla y León,Castilla y León,Pública,Universidad de Valladolid,Presencial,Propio,Valladolid,Facultad de Ciencias,Grado en Estadística,Grado en Estadística,No,"9,75"
GRADO,Andalucía,Andalucía,Pública,Universidad de Málaga,Presencial,Propio,Málaga,Facultad de Ciencias de la Educación,Grado en Educación Infantil,Grado en Educación Infantil,No,"9,75"
GRADO,Galicia,Galicia,Pública,Universidad de A Coruña,Presencial,Propio,A Coruña,Facultad de Informática,Grado en Ciencia e Ingeniería de Datos,Grado en Ciencia e Ingeniería de Datos,No,"9,75"
GRADO,Andalucía,Andalucía,Pública,Universidad Pablo de Olavide,Presencial,Propio,Sevilla,Facultad de Ciencias Empresariales,Grado en Administración y Dirección de Empresas,Grado en Administración y Dirección de Empresas,No,"9,75"
GRADO,Andalucía,Andalucía,Pública,Universidad de Málaga,Presencial,Propio,Málaga,Facultad de Ciencias,Grado en Biología,Grado en Biología,No,"9,75"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad Miguel Hernández de Elche,Presencial,Propio,Alicante,Facultad de Ciencias Sociosanitarias,Grado en Ciencias de la Actividad Física y del Deporte,Grado en Ciencias de la Actividad Física y del Deporte,No,"9,75"
GRADO,Andalucía,Andalucía,Pública,Universidad de Sevilla,Presencial,Propio,Sevilla,Facultad de Química,Grado en Química,Grado en Química,No,"9,75"
GRADO,Canarias,Canarias,Pública,Universidad de La Laguna,Presencial,Propio,Santa Cruz de Tenerife,Facultad de Farmacia,Grado en Grado en Farmacia,Grado en Grado en Farmacia,No,"9,74"
GRADO,Cataluña,Cataluña,Privada,Universidad de Vic,Presencial,Propio,Barcelona,Facultad de Medicina,Grado en Odontología,Grado en Odontología,No,"9,73"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universitat de València (Estudi General),Presencial,Propio,Valencia,Facultad de Psicología y Logopedia,Grado en Logopedia,Grado en Logopedia,No,"9,73"
GRADO,Comunitat Valenciana,Comunitat Valenciana,Pública,Universidad de Alicante,Presencial,Propio,Alicante,Facultad de Educación,Grado en Maestro en Educación Primaria,Grado en Maestro en Educación Primaria,Sí,"9,73"
DOBLE GRADO,Extremadura,Extremadura,Pública,Universidad de Extremadura,Presencial,Propio,Cáceres,Facultad de Derecho,PCEO Grado en Derecho / Grado en Criminología,Doble Grado en Derecho / Grado en Criminología,No,"9,73"
